C1,Q1,C2,near_policy,t_ch,slope,life,w_t0.5
4.75,62.0,3.5,5C_67PER_4C_NEWSTRUCTURE,11.144932979708086,2.061823090154668e-05,9700.153274789302,0.14445563930619088
4.75,62.0,3.75,5C_67PER_4C_NEWSTRUCTURE,10.9392186939938,2.260388430458937e-05,8848.036793366222,0.11979876200672501
4.75,62.0,4.0,5C_67PER_4C_NEWSTRUCTURE,10.7592186939938,2.4780767472001376e-05,8070.775056743929,0.09957572324232451
4.75,62.0,4.25,5C_67PER_4C_NEWSTRUCTURE,10.600395164582036,2.7167296922357753e-05,7361.7923995746105,0.08316453680239654
4.75,62.0,4.5,5C_67PER_4C_NEWSTRUCTURE,10.4592186939938,2.978366279016381e-05,6715.090800250765,0.0700994802892555
4.75,67.0,3.5,5C_67PER_4C_NEWSTRUCTURE,10.919369069933648,1.827301940987063e-05,10945.098645928489,0.10350826299044219
4.75,67.0,3.75,5C_67PER_4C_NEWSTRUCTURE,10.77079764136222,2.019525282322523e-05,9903.317465280414,0.08720209377005106
4.75,67.0,4.0,5C_67PER_4C_NEWSTRUCTURE,10.64079764136222,2.231969591044579e-05,8960.695557971221,0.07429531394590051
4.75,67.0,4.25,5C_67PER_4C_NEWSTRUCTURE,10.52609175900928,2.4667620152883703e-05,8107.79470254732,0.06436322941827642
4.75,67.0,4.5,5C_67PER_4C_NEWSTRUCTURE,10.424130974695554,2.7262534689022056e-05,7336.075030489921,0.05709694618142128
4.75,72.0,3.5,5C_67PER_4C_NEWSTRUCTURE,10.693805160159213,1.6194562954887728e-05,12349.823861077859,0.06338143875549908
4.75,72.0,3.75,5C_67PER_4C_NEWSTRUCTURE,10.60237658873064,1.804328101746563e-05,11084.458519844753,0.05539492376923725
4.75,72.0,4.0,5C_67PER_4C_NEWSTRUCTURE,10.52237658873064,2.0103042655867286e-05,9948.742756193073,0.049766747811889465
4.75,72.0,4.25,5C_67PER_4C_NEWSTRUCTURE,10.451788353436523,2.2397939910841353e-05,8929.392649329919,0.04626940306807247
4.75,72.0,4.5,5C_67PER_4C_NEWSTRUCTURE,10.389043255397308,2.4954815091298776e-05,8014.485351555894,0.04475086750067944
4.75,77.0,3.5,5C_67PER_4C_NEWSTRUCTURE,10.468241250384777,1.4352519603747213e-05,13934.835521686604,0.023981833270357977
4.75,77.0,3.75,5C_67PER_4C_NEWSTRUCTURE,10.433955536099063,1.6120619668639675e-05,12406.4709738839,0.02429312441454088
4.75,77.0,4.0,5C_67PER_4C_NEWSTRUCTURE,10.403955536099062,1.8106533603555143e-05,11045.736548973175,0.025915356457729414
4.75,77.0,4.25,5C_67PER_4C_NEWSTRUCTURE,10.377484947863769,2.0337094099084134e-05,9834.246673865115,0.028817962063009683
4.75,77.0,4.5,5C_67PER_4C_NEWSTRUCTURE,10.353955536099063,2.2842439389602094e-05,8755.632294291661,0.033005676594520264
5.0,57.0,3.5,5C_67PER_4C_NEWSTRUCTURE,11.010496889482521,1.9163317331336378e-05,10436.606384060371,0.11987515281488903
5.0,57.0,3.75,5C_67PER_4C_NEWSTRUCTURE,10.747639746625378,2.083987290267549e-05,9596.987512065074,0.08572168364247869
5.0,57.0,4.0,5C_67PER_4C_NEWSTRUCTURE,10.517639746625377,2.2663106553555204e-05,8824.915486646982,0.05693323365296128
5.0,57.0,4.25,5C_67PER_4C_NEWSTRUCTURE,10.31469857015479,2.4645850819553647e-05,8114.9562035538665,0.032682129919657334
5.0,57.0,4.5,5C_67PER_4C_NEWSTRUCTURE,10.134306413292045,2.6802060925950342e-05,7462.112729038521,0.012336852179879754
5.0,62.0,3.5,5C_67PER_4C_NEWSTRUCTURE,10.753354032339663,1.7146701160709298e-05,11664.051185442526,0.07521587836162316
5.0,62.0,3.75,5C_67PER_4C_NEWSTRUCTURE,10.547639746625379,1.8798026421023672e-05,10639.414772623175,0.04953059066515738
5.0,62.0,4.0,5C_67PER_4C_NEWSTRUCTURE,10.367639746625377,2.0608383735946942e-05,9704.788233884763,0.02818009970845019
5.0,62.0,4.25,5C_67PER_4C_NEWSTRUCTURE,10.208816217213613,2.2593088800697287e-05,8852.264591365987,0.010532880990314417
5.0,62.0,4.5,5C_67PER_4C_NEWSTRUCTURE,10.067639746625378,2.476893229942272e-05,8074.631460987978,-0.003887244769395337
5.0,67.0,3.5,5C_67PER_4C_NEWSTRUCTURE,10.496211175196809,1.5342299853997487e-05,13035.855243559807,0.03120938763953714
5.0,67.0,3.75,5C_67PER_4C_NEWSTRUCTURE,10.34763974662538,1.69562357206189e-05,11795.070751275216,0.013954879461370015
5.0,67.0,4.0,5C_67PER_4C_NEWSTRUCTURE,10.21763974662538,1.8739949847758913e-05,10672.387152835297,0.0
5.0,67.0,4.25,5C_67PER_4C_NEWSTRUCTURE,10.102933864272439,2.0711302088675044e-05,9656.563317154269,-0.011090439186086008
5.0,67.0,4.5,5C_67PER_4C_NEWSTRUCTURE,10.000973079958712,2.2890031066953585e-05,8737.428071416674,-0.019636930398529547
5.0,72.0,3.5,5C_67PER_4C_NEWSTRUCTURE,10.239068318053949,1.3727781373442578e-05,14568.996588692402,-0.012213013837061814
5.0,72.0,3.75,5C_67PER_4C_NEWSTRUCTURE,10.147639746625376,1.5294899760947107e-05,13076.254380605067,-0.021065743767940716
5.0,72.0,4.0,5C_67PER_4C_NEWSTRUCTURE,10.067639746625376,1.7040915231210093e-05,11736.45882785122,-0.027659018920048725
5.0,72.0,4.25,5C_67PER_4C_NEWSTRUCTURE,9.997051511331259,1.898625008702284e-05,10533.93898654588,-0.0322316354096546
5.0,72.0,4.5,5C_67PER_4C_NEWSTRUCTURE,9.934306413292044,2.1153657974119093e-05,9454.62956074521,-0.03494819221006611
5.0,77.0,3.5,5C_67PER_4C_NEWSTRUCTURE,9.981925460911093,1.228316375187619e-05,16282.450029981163,-0.055112791617021435
5.0,77.0,3.75,5C_67PER_4C_NEWSTRUCTURE,9.947639746625379,1.3796337969809804e-05,14496.600506428244,-0.05558566536346697
5.0,77.0,4.0,5C_67PER_4C_NEWSTRUCTURE,9.917639746625378,1.549592150867017e-05,12906.62190616398,-0.05484420020360822
5.0,77.0,4.25,5C_67PER_4C_NEWSTRUCTURE,9.891169158390085,1.7404878303816816e-05,11491.0312217547,-0.05293086396251578
5.0,77.0,4.5,5C_67PER_4C_NEWSTRUCTURE,9.867639746625379,1.9549001238885963e-05,10230.701689361465,-0.04985428779626792
5.25,57.0,3.5,5C_67PER_4C_NEWSTRUCTURE,10.684782603768236,1.578515679822718e-05,12670.130715613917,0.06077274911103846
5.25,57.0,3.75,5C_67PER_4C_NEWSTRUCTURE,10.421925460911092,1.7166164695604815e-05,11650.826119081075,0.025710160238949703
5.25,57.0,4.0,5C_67PER_4C_NEWSTRUCTURE,10.191925460911094,1.866799387065472e-05,10713.523980441807,-0.004066946289883584
5.25,57.0,4.25,5C_67PER_4C_NEWSTRUCTURE,9.988984284440505,2.0301214705462483e-05,9851.627249978577,-0.029393201901514062
5.25,57.0,4.5,5C_67PER_4C_NEWSTRUCTURE,9.808592127577759,2.207732236108937e-05,9059.06960676056,-0.05090769414147382
5.25,62.0,3.5,5C_67PER_4C_NEWSTRUCTURE,10.399068318053951,1.4259679314805542e-05,14025.56085481838,0.013351346678264377
5.25,62.0,3.75,5C_67PER_4C_NEWSTRUCTURE,10.193354032339665,1.5632967881266255e-05,12793.476038524312,-0.013189196051096176
5.25,62.0,4.0,5C_67PER_4C_NEWSTRUCTURE,10.013354032339665,1.7138511980627602e-05,11669.624540687582,-0.03547730798541156
5.25,62.0,4.25,5C_67PER_4C_NEWSTRUCTURE,9.8545305029279,1.8789048576125143e-05,10644.498532732301,-0.05415244593680343
5.25,62.0,4.5,5C_67PER_4C_NEWSTRUCTURE,9.713354032339664,2.0598541273305025e-05,9709.425407671604,-0.06969948542320192
5.25,67.0,3.5,5C_67PER_4C_NEWSTRUCTURE,10.113354032339664,1.2881623968659564e-05,15525.992723168398,-0.03361657775087844
5.25,67.0,3.75,5C_67PER_4C_NEWSTRUCTURE,9.964782603768237,1.4236708613151972e-05,14048.190872940857,-0.05166732547364744
5.25,67.0,4.0,5C_67PER_4C_NEWSTRUCTURE,9.834782603768236,1.5734341619419722e-05,12711.049806695119,-0.06650220503518753
5.25,67.0,4.25,5C_67PER_4C_NEWSTRUCTURE,9.720076721415296,1.738951838684804e-05,11501.181087985915,-0.07856521608303113
5.25,67.0,4.5,5C_67PER_4C_NEWSTRUCTURE,9.618115937101571,1.9218811758434307e-05,10406.470624398964,-0.08818658902116998
5.25,72.0,3.5,5C_67PER_4C_NEWSTRUCTURE,9.82763974662538,1.1636743885092624e-05,17186.93837167046,-0.08017484828866188
5.25,72.0,3.75,5C_67PER_4C_NEWSTRUCTURE,9.736211175196807,1.2965156307823127e-05,15425.961342195369,-0.08976184992636224
5.25,72.0,4.0,5C_67PER_4C_NEWSTRUCTURE,9.656211175196807,1.4445215925189012e-05,13845.41435972914,-0.09717321882920991
5.25,72.0,4.25,5C_67PER_4C_NEWSTRUCTURE,9.58562293990269,1.6094234282345415e-05,12426.810526760519,-0.10265731996241792
5.25,72.0,4.5,5C_67PER_4C_NEWSTRUCTURE,9.522877841863474,1.793149915352568e-05,11153.557116872526,-0.1063894134965734
5.25,77.0,3.5,5C_67PER_4C_NEWSTRUCTURE,9.541925460911093,1.0512169007315852e-05,19025.569305517423,-0.12636305388534252
5.25,77.0,3.75,5C_67PER_4C_NEWSTRUCTURE,9.50763974662538,1.1807172756981057e-05,16938.856076425993,-0.12750703110532352
5.25,77.0,4.0,5C_67PER_4C_NEWSTRUCTURE,9.477639746625378,1.3261709207317248e-05,15081.012324538719,-0.12751934327194508
5.25,77.0,4.25,5C_67PER_4C_NEWSTRUCTURE,9.451169158390085,1.489543133816323e-05,13426.935780475505,-0.1264526428781127
5.25,77.0,4.5,5C_67PER_4C_NEWSTRUCTURE,9.42763974662538,1.6730413197984692e-05,11954.277376968284,-0.12432700040631871
5.5,57.0,3.5,5C_67PER_4C_NEWSTRUCTURE,10.388678707664338,1.3002507386190734e-05,15381.64863589382,0.007930441570379788
5.5,57.0,3.75,5C_67PER_4C_NEWSTRUCTURE,10.125821564807197,1.4140067539413737e-05,14144.20401052004,-0.02788100496344112
5.5,57.0,4.0,5C_67PER_4C_NEWSTRUCTURE,9.895821564807196,1.5377150274225513e-05,13006.31108061882,-0.05847248502807041
5.5,57.0,4.25,5C_67PER_4C_NEWSTRUCTURE,9.692880388336608,1.672246259765157e-05,11959.960970586182,-0.08468436188616116
5.5,57.0,4.5,5C_67PER_4C_NEWSTRUCTURE,9.512488231473863,1.8185473273196657e-05,10997.789114170459,-0.10716195638534969
5.5,62.0,3.5,5C_67PER_4C_NEWSTRUCTURE,10.076990395976027,1.1858750686518737e-05,16865.182959564532,-0.04220121883200221
5.5,62.0,3.75,5C_67PER_4C_NEWSTRUCTURE,9.871276110261743,1.300081611244984e-05,15383.6496316932,-0.06945301571964892
5.5,62.0,4.0,5C_67PER_4C_NEWSTRUCTURE,9.691276110261741,1.4252868962148099e-05,14032.262594369444,-0.0925208796502359
5.5,62.0,4.25,5C_67PER_4C_NEWSTRUCTURE,9.532452580849977,1.56255016527485e-05,12799.589059262002,-0.11205086416892802
5.5,62.0,4.5,5C_67PER_4C_NEWSTRUCTURE,9.391276110261742,1.7130326711657975e-05,11675.20055901157,-0.1285350768297706
5.5,67.0,3.5,5C_67PER_4C_NEWSTRUCTURE,9.765302084287717,1.0815603765344882e-05,18491.80169125977,-0.09202339843087477
5.5,67.0,3.75,5C_67PER_4C_NEWSTRUCTURE,9.616730655716289,1.1953353059920638e-05,16731.706910807825,-0.11074268076059007
5.5,67.0,4.0,5C_67PER_4C_NEWSTRUCTURE,9.486730655716288,1.3210788086832054e-05,15139.142243856853,-0.1263164215418069
5.5,67.0,4.25,5C_67PER_4C_NEWSTRUCTURE,9.372024773363346,1.460049920723609e-05,13698.161765652429,-0.1391960184421556
5.5,67.0,4.5,5C_67PER_4C_NEWSTRUCTURE,9.270063989049621,1.6136401227492565e-05,12394.337323445323,-0.14971987812171927
5.5,72.0,3.5,5C_67PER_4C_NEWSTRUCTURE,9.453613772599404,9.86421655207944e-06,20275.305083183594,-0.14156332049417605
5.5,72.0,3.75,5C_67PER_4C_NEWSTRUCTURE,9.362185201170831,1.0990283082174072e-05,18197.89340316396,-0.15177274840469582
5.5,72.0,4.0,5C_67PER_4C_NEWSTRUCTURE,9.282185201170831,1.2244897665071951e-05,16333.333725645702,-0.1598775977172599
5.5,72.0,4.25,5C_67PER_4C_NEWSTRUCTURE,9.211596965876714,1.3642734923841855e-05,14659.817193287454,-0.16613434470373825
5.5,72.0,4.5,5C_67PER_4C_NEWSTRUCTURE,9.148851867837498,1.5200144688274987e-05,13157.769488488819,-0.17072728680147464
5.5,77.0,3.5,5C_67PER_4C_NEWSTRUCTURE,9.141925460911093,8.996517466560124e-06,22230.824398818324,-0.19084581361363387
5.5,77.0,3.75,5C_67PER_4C_NEWSTRUCTURE,9.10763974662538,1.0104806711626067e-05,19792.560680046496,-0.19256413416060386
5.5,77.0,4.0,5C_67PER_4C_NEWSTRUCTURE,9.077639746625378,1.1349627126146702e-05,17621.7242890077,-0.19322154353588503
5.5,77.0,4.25,5C_67PER_4C_NEWSTRUCTURE,9.051169158390085,1.274779811021603e-05,15688.983953999152,-0.19287941046801443
5.5,77.0,4.5,5C_67PER_4C_NEWSTRUCTURE,9.027639746625379,1.4318211061265008e-05,13968.225439912609,-0.1915675954361848
4.8,44.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,11.89906831805395,3.0481507099498276e-05,6561.35536038807,0.28757753419271914
4.8,44.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,11.487639746625378,3.245949996499853e-05,6161.52436777099,0.23213224437735508
4.8,44.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,11.127639746625377,3.4565847893888495e-05,5786.05797878783,0.18477299335316438
4.8,44.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.809992687801849,3.680888004780728e-05,5433.471481344733,0.14416812932596315
4.8,44.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,10.527639746625379,3.9197466080773345e-05,5102.3706376290875,0.10928927924358067
4.8,49.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,11.666925460911092,2.706609157386392e-05,7389.319564451923,0.24235426532062557
4.8,49.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,11.31263974662538,2.9056161328826313e-05,6883.221693898778,0.19549191583025355
4.8,49.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,11.002639746625379,3.119255356329446e-05,6411.786697558102,0.15570264991852045
4.8,49.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.729110334860671,3.348602682879914e-05,5972.640499349809,0.121850798818249
4.8,49.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,10.485973079958711,3.594813071343249e-05,5563.571624748415,0.09306285205761974
4.8,54.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,11.434782603768237,2.403336917343059e-05,8321.762902102979,0.1983081799952286
4.8,54.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,11.137639746625378,2.6009658561504674e-05,7689.451190874453,0.15994923259219995
4.8,54.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.87763974662538,2.8148460317995657e-05,7105.184359662384,0.12764494579105107
4.8,54.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.648227981919497,3.0463138006988964e-05,6565.311818963472,0.10045617407586775
4.8,54.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,10.444306413292047,3.2968154092590704e-05,6066.460361666054,0.07766498609645486
4.8,59.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,11.202639746625378,2.1340459602381553e-05,9371.869384560041,0.15530737624236313
4.8,59.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.962639746625378,2.32825778612022e-05,8590.114084114266,0.12538910790298124
4.8,59.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.752639746625379,2.5401441298033102e-05,7873.568970099603,0.10050105711304769
4.8,59.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.56734562897832,2.7713134854050263e-05,7216.794529138954,0.07990095955115298
4.8,59.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,10.402639746625379,3.0235207302911834e-05,6614.804985337038,0.06302699647912327
4.8,64.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,10.970496889482522,1.8949287249511067e-05,10554.486686836226,0.11323473154247064
4.8,64.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.787639746625379,2.0841428217179343e-05,9596.271326316417,0.09170852170760165
4.8,64.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.627639746625379,2.2922504916011913e-05,8725.049933800878,0.0741818042849143
4.8,64.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.486463276037144,2.521138312351724e-05,7932.924545240025,0.060109379047160294
4.8,64.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,10.360973079958711,2.772881241948289e-05,7212.71423292097,0.049085892065491
5.05,44.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,11.626791090331178,2.4491879859097693e-05,8165.971789450393,0.22843370982154054
5.05,44.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,11.215362518902605,2.6081196406532514e-05,7668.359874392355,0.17179283185345806
5.05,44.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.855362518902606,2.7773646200679385e-05,7201.071064090523,0.123160409083703
5.05,44.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.537715460079077,2.9575921719883446e-05,6762.257551741593,0.08119975519690928
5.05,44.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,10.255362518902606,3.149514972792004e-05,6350.184130818804,0.04487713592173921
5.05,49.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,11.363707639128915,2.1956453998130896e-05,9108.938994294142,0.18129012649632373
5.05,49.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,11.009421924843199,2.3570830972680737e-05,8485.063603901182,0.1332721268764072
5.05,49.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.6994219248432,2.530390712407305e-05,7903.917723825685,0.09224224014906551
5.05,49.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.425892513078495,2.71644099644101e-05,7362.574790397925,0.05705854996638176
5.05,49.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,10.182755258176533,2.916170870752723e-05,6858.308681630028,0.02684083891425832
5.05,54.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,11.100624187926652,1.9683498161247223e-05,10160.795523316026,0.134953914334854
5.05,54.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.803481330783795,2.1302093051357466e-05,9388.748773081485,0.09549468043588828
5.05,54.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.543481330783795,2.3053786712673414e-05,8675.364376909652,0.06199962941551379
5.05,54.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.314069566077912,2.4949523998045263e-05,8016.184998786733,0.0335221756788535
5.05,54.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,10.110147997450461,2.7001149767159064e-05,7407.09198403306,0.009336335991180698
5.05,59.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,10.837540736724387,1.764584116801399e-05,11334.11539272682,0.08934149340207782
5.05,59.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.597540736724387,1.9251725528668742e-05,10388.679170714835,0.05838895246489457
5.05,59.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.387540736724388,2.1003755632971547e-05,9522.106593453289,0.03237250365839114
5.05,59.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.202246619077329,2.291523167794145e-05,8727.819243150967,0.010541316646282214
5.05,59.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,10.037540736724388,2.500066426355778e-05,7999.787441309311,-0.007675772886600232
5.05,64.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,10.574457285522126,1.58191246279491e-05,12642.924605742195,0.04437793604810815
5.05,64.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.391600142664982,1.7398709832768114e-05,11495.105207360093,0.02189028876578588
5.05,64.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.231600142664982,1.9136021174649966e-05,10451.493451781174,0.0033061315944385196
5.05,64.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.090423672076748,2.1046808063146667e-05,9502.628588617366,-0.011929321799757486
5.05,64.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.964933475998315,2.3148392531763508e-05,8639.908785267322,-0.024231968652606982
5.3,44.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,11.380200393525648,1.9679216551675974e-05,10163.00620885068,0.17675174173202723
5.3,44.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.968771822097077,2.095623181902443e-05,9543.70049573686,0.11915020911843321
5.3,44.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.608771822097076,2.231611461256524e-05,8962.133573529358,0.06949479331455458
5.3,44.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.291124763273547,2.376424233621269e-05,8416.005743858024,0.026444762769089667
5.3,44.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,10.008771822097078,2.530634134206603e-05,7903.157445661477,-0.011037924526948906
5.3,49.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,11.089095272231848,1.7811432834933554e-05,11228.742900893414,0.12747118117242653
5.3,49.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.734809557946132,1.912104171143545e-05,10459.68117314387,0.07851569935867272
5.3,49.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.424809557946134,2.0526941292077035e-05,9743.292834241982,0.03647940083401986
5.3,49.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.151280146181428,2.203621147672012e-05,9075.970259737593,0.00021530111137345147
5.3,49.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.908142891279466,2.365645272411632e-05,8454.352913026227,-0.03116225800409827
5.3,54.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,10.797990150938048,1.6120923249169198e-05,12406.237341915708,0.07873592486968334
5.3,54.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.50084729379519,1.7446563833033348e-05,11463.575401668479,0.038375548602232114
5.3,54.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.240847293795191,1.888121324538868e-05,10592.53965307794,0.0039052533224920977
5.3,54.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.011435529089308,2.0433835397595158e-05,9787.687730103662,-0.025627640041343464
5.3,54.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.807513960461858,2.2114131312932884e-05,9043.99079348123,-0.05095570927398821
5.3,59.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,10.506885029644245,1.4590862442907645e-05,13707.208931793912,0.030494217185611436
5.3,59.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.266885029644246,1.5918724208319127e-05,12563.820905665292,-0.0013135354164223404
5.3,59.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.056885029644246,1.7367429883742164e-05,11515.808691257314,-0.028263025616864546
5.3,59.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,9.871590911997187,1.8947977037573795e-05,10555.21650693372,-0.051112166754932006
5.3,59.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.706885029644246,2.0672364087245383e-05,9674.752203275955,-0.07043985074727582
5.3,64.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,10.215779908350445,1.3206021983810638e-05,15144.606017253456,-0.0173007853133647
5.3,64.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.032922765493304,1.4524681355346694e-05,13769.665241322338,-0.04059105374987471
5.3,64.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,9.872922765493303,1.5975012667174142e-05,12519.551888116186,-0.06005797611182468
5.3,64.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,9.731746294905069,1.7570163742176203e-05,11382.933189171772,-0.07626434134615041
5.3,64.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.606256098826636,1.9324595251259467e-05,10349.50524963596,-0.08963484838576212
5.55,44.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,11.155825074810707,1.5812243335984792e-05,12648.426649547506,0.13130110423063338
5.55,44.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.744396503382134,1.6838324638462343e-05,11877.666234273518,0.07292768595905116
5.55,44.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.384396503382135,1.793098996807145e-05,11153.87384389412,0.022450295624626908
5.55,44.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,10.066749444558607,1.9094560066899857e-05,10474.187375843087,-0.021475048669544448
5.55,44.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.784396503382135,2.0333636056774863e-05,9835.919136231565,-0.05988985019808364
5.55,49.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,10.83922275820839,1.444892420517246e-05,13841.860969026577,0.07975916255706411
5.55,49.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.484937043922676,1.5511300240293247e-05,12893.82559177508,0.030043179929704678
5.55,49.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.174937043922675,1.6651788861788803e-05,12010.721590335803,-0.01280953622475409
5.55,49.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,9.90140763215797,1.7876133399655732e-05,11188.101785135019,-0.049950081750393276
5.55,49.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.65827037725601,1.91904994697344e-05,10421.823585958395,-0.08226852849192753
5.55,54.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,10.522620441606074,1.3203149372973868e-05,15147.901031051666,0.028578793133488743
5.55,54.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.225477584463217,1.4288858322337985e-05,13996.919522068256,-0.012519625063293904
5.55,54.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,9.965477584463217,1.5463846267904438e-05,12933.392930522372,-0.04778865224148226
5.55,54.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,9.736065819757336,1.6735454716038895e-05,11950.676177822905,-0.07818595807328632
5.55,54.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.532144251129884,1.8111628872946793e-05,11042.629097747169,-0.10444952132618011
5.55,59.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,10.206018125003755,1.2064784262807327e-05,16577.171679443065,-0.02227117851389268
5.55,59.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,9.966018125003757,1.3162756763967294e-05,15194.385460916123,-0.05478608220283662
5.55,59.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,9.756018125003756,1.4360651782351178e-05,13926.944475166105,-0.08250707876009522
5.55,59.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,9.570724007356697,1.566756290585652e-05,12765.227189561192,-0.10619793826588651
5.55,59.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.406018125003756,1.7093411297017193e-05,11700.414652451502,-0.12644394237873724
5.55,64.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,9.889415808401441,1.1024568093278924e-05,18141.30025845902,-0.07281923902037112
5.55,64.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,9.706558665544298,1.2125403004137104e-05,16494.29713237254,-0.09677954659344348
5.55,64.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,9.546558665544298,1.3336159454842541e-05,14996.821287059318,-0.11698341343164106
